id,question,ground_truth_letter,ground_truth_text,vs_A_B_selected,vs_A_B_is_correct,vs_A_B_trace,vs_A_B_justification,vs_A_D_selected,vs_A_D_is_correct,vs_A_D_trace,vs_A_D_justification,vs_B_D_selected,vs_B_D_is_correct,vs_B_D_trace,vs_B_D_justification,vs_B_C_selected,vs_B_C_is_correct,vs_B_C_trace,vs_B_C_justification,vs_C_D_selected,vs_C_D_is_correct,vs_C_D_trace,vs_C_D_justification,vs_A_C_selected,vs_A_C_is_correct,vs_A_C_trace,vs_A_C_justification,total_correct,total_evals
7772,FNAC is the IOC is given below thyroid conditions except,C,Anaplastic carcinoma,B,0.0,"[
  ""FNAC is the investigation of choice for papillary thyroid carcinoma because it has characteristic cytological features."",
  ""FNAC can also be used for anaplastic carcinoma and is commonly diagnostic in a rapidly enlarging thyroid mass."",
  ""Medullary carcinoma is better evaluated by serum calcitonin and related markers, so it is the exception among the given options.""
]",Medullary thyroid carcinoma is not primarily diagnosed by FNAC; serum calcitonin is more characteristic and useful.,D,0.0,"[
  ""FNAC is the investigation of choice for evaluating most thyroid nodules and is diagnostic for papillary carcinoma."",
  ""Anaplastic carcinoma of thyroid can also be diagnosed by FNAC, though core biopsy may be used when needed."",
  ""Since FNAC is applicable to both listed thyroid cancers, there is no exception among them.""
]","FNAC is used for both papillary and anaplastic thyroid carcinoma, so none of the listed conditions is an exception.",D,0.0,"[
  ""FNAC is an appropriate initial diagnostic test for suspected anaplastic thyroid carcinoma."",
  ""FNAC is also useful for diagnosing medullary thyroid carcinoma, often supported by calcitonin testing."",
  ""Since both listed carcinoma options can be evaluated by FNAC, neither is an exception among the provided options.""
]","FNAC is used for both anaplastic and medullary thyroid carcinoma, so the correct exception among the given options is none of the above.",,,,,,,,,,,,,0.0,3
7791,In chronic alcoholics which the following enzymes are inhibited-,A,Glycogen phosphorylase kinase,,,,,,,,,A,1.0,"[
  ""Chronic ethanol metabolism increases hepatic NADH and impairs hepatic glucose production, especially during fasting."",
  ""Among the listed options, alcohol is associated with impaired glycogenolysis through inhibition of phosphorylase kinase activity."",
  ""Phosphofructokinase and alcohol dehydrogenase are not the characteristic inhibited enzymes in chronic alcoholism.""
]",Glycogen phosphorylase kinase inhibition can impair glycogenolysis in alcoholics; the other listed enzymes are not characteristically inhibited.,C,0.0,"[
  ""Alcohol metabolism increases the hepatic NADH/NAD+ ratio."",
  ""High NADH shifts the lactate dehydrogenase reaction toward lactate and inhibits conversion of lactate to pyruvate, impairing gluconeogenesis."",
  ""Among the given options, lactate dehydrogenase is the enzyme functionally inhibited in this context.""
]","In chronic alcohol use, excess NADH inhibits lactate-to-pyruvate conversion by lactate dehydrogenase, contributing to lactic acidosis and impaired gluconeogenesis.",C,0.0,"[
  ""Chronic alcohol metabolism increases hepatic NADH/NAD+ ratio."",
  ""High NADH shifts lactate dehydrogenase equilibrium toward lactate and impairs conversion of lactate to pyruvate."",
  ""Among the given options, lactate dehydrogenase is the enzyme functionally inhibited in this context.""
]","Chronic alcohol use raises NADH, inhibiting the lactate-to-pyruvate direction of lactate dehydrogenase and impairing gluconeogenesis.",,,,,1.0,3
7853,patient having inguinal mass likely diagnosis ?,A,anal ca.,,,,,,,,,D,0.0,"[
  ""Inguinal masses often represent enlarged inguinal lymph nodes."",
  ""Penile cancer commonly metastasizes first to superficial and deep inguinal lymph nodes."",
  ""Prostate cancer typically spreads to pelvic lymph nodes, while anal cancer can involve inguinal nodes but is less classically associated than penile cancer.""
]","Penile carcinoma commonly presents with or metastasizes to inguinal lymph nodes, causing an inguinal mass.",A,1.0,"[
  ""An inguinal mass in this context most likely represents inguinal lymphadenopathy."",
  ""Anal canal cancers, especially distal anal cancers, commonly spread to inguinal lymph nodes."",
  ""Prostate cancer typically spreads to pelvic nodes, and testicular cancer usually spreads to para-aortic nodes rather than inguinal nodes.""
]",Anal cancer is the option most classically associated with inguinal lymph node involvement presenting as an inguinal mass.,D,0.0,"[
  ""Inguinal masses in this context most likely represent enlarged inguinal lymph nodes."",
  ""Penile cancer commonly spreads first to superficial and deep inguinal lymph nodes."",
  ""Testicular cancer usually drains to para-aortic nodes, and anal cancer can involve inguinal nodes but is less directly suggested than penile cancer.""
]","Penile carcinoma characteristically metastasizes to inguinal lymph nodes, presenting as an inguinal mass.",,,,,1.0,3
7857,Life span of mosquito is?,B,2 weeks,,,,,B,1.0,"[
  ""Mosquito lifespan varies by species and sex, but adult mosquitoes commonly live around 1 to 2 weeks under typical conditions."",
  ""One week is usually more typical of male mosquitoes and is shorter than the common general estimate."",
  ""One year is far too long for the usual adult mosquito lifespan, making 2 weeks the best option.""
]",The usual general lifespan of a mosquito is about 2 weeks.,,,,,,,,,B,1.0,"[
  ""Mosquito adult lifespan varies by species and conditions, but it is typically measured in weeks, not a year."",
  ""Among the given options, 1 year is medically incorrect and 1 month is possible in some circumstances but is not the usual average."",
  ""The commonly accepted average lifespan for mosquitoes in standard medical entomology questions is about 2 weeks.""
]",Mosquitoes generally live for about 2 weeks on average.,C,0.0,"[
  ""Mosquito lifespan varies by species, sex, and environmental conditions."",
  ""Male mosquitoes often live about 1 week, while females generally live longer."",
  ""Among the given options, 1 month best matches the commonly cited lifespan for adult female mosquitoes.""
]","Female mosquitoes, which are medically important vectors, can live about 1 month.",2.0,3
7869,"The primary lateral incisors begin to calcify about
the:",C,41/2 month in utero,B,0.0,"[
  ""Primary tooth calcification begins during intrauterine life, not after birth."",
  ""Primary lateral incisors begin calcification at about 16 weeks in utero."",
  ""Sixteen weeks corresponds to approximately the 4th month in utero.""
]",Primary lateral incisors begin calcification around the 4th month in utero.,C,1.0,"[
  ""Primary teeth begin calcification during intrauterine life, not after birth."",
  ""Primary lateral incisors initiate calcification at approximately 4 to 4.5 months in utero."",
  ""Among the provided options, 4.5 months in utero is the medically correct match.""
]",Primary lateral incisors begin calcification about 4.5 months in utero.,B,0.0,"[
  ""Primary tooth calcification begins in utero in a known sequence."",
  ""Primary lateral incisors begin calcification at about 16 weeks in utero."",
  ""Sixteen weeks corresponds to approximately the 4th month in utero.""
]","Primary lateral incisors begin calcification at about 16 weeks, i.e., the 4th month in utero.",,,,,,,,,,,,,1.0,3
7893,Causes of exudative retinal detachment,C,Harada's syndrome,C,1.0,"[
  ""Identify exudative retinal detachment as serous retinal detachment due to fluid accumulation without a retinal break or traction."",
  ""Harada's syndrome, part of Vogt-Koyanagi-Harada disease, is a classic cause of bilateral exudative retinal detachment."",
  ""Central retinal artery disease is not a cause of exudative retinal detachment, and hypertensive retinopathy is less specifically correct than Harada's syndrome in this option set.""
]",Harada's syndrome classically causes exudative serous retinal detachment.,C,1.0,"[
  ""Exudative retinal detachment occurs due to subretinal fluid accumulation without a retinal break, often from inflammatory or choroidal disorders."",
  ""Harada's syndrome is a recognized inflammatory cause of exudative retinal detachment."",
  ""The listed Option A is not a standard cause as written, so 'All' cannot be correct.""
]",Harada's syndrome is a known cause of exudative retinal detachment.,D,0.0,"[
  ""Exudative retinal detachment occurs due to fluid accumulation under the retina without a retinal break."",
  ""Harada's syndrome is a recognized cause of exudative retinal detachment."",
  ""Severe hypertensive retinopathy can also cause exudative retinal detachment, so the option including all listed causes is correct.""
]",Both Harada's syndrome and hypertensive retinopathy can cause exudative retinal detachment.,,,,,,,,,,,,,2.0,3
7901,"High environmental temperature, best step for malaria control-",A,Remove breeding place,,,,,,,,,A,1.0,"[
  ""Malaria is transmitted by Anopheles mosquitoes, so controlling mosquito breeding reduces transmission."",
  ""High environmental temperature can favor mosquito survival and parasite development, making vector control important."",
  ""Among the options, removing breeding places is the most direct malaria control measure.""
]",Removing mosquito breeding sites is the best control step because it reduces the Anopheles vector population.,A,1.0,"[
  ""Malaria control is most effective when mosquito breeding is prevented or reduced at the source."",
  ""High environmental temperature can favor mosquito development if breeding sites are available, so eliminating stagnant water/breeding places reduces vector density."",
  ""Full sleeve clothing is only personal protection, and indoor insecticide is less broadly preventive than source reduction.""
]",Removing breeding places targets the mosquito life cycle at the source and is the best control measure among the options.,C,0.0,"[
  ""High environmental temperature favors malaria transmission by accelerating mosquito and parasite development."",
  ""Among the options, indoor residual insecticide directly kills adult Anopheles mosquitoes and interrupts transmission rapidly."",
  ""Removing breeding places and early treatment are useful measures, but they are not the best single step here for immediate malaria vector control.""
]",Indoor insecticide spraying is the most effective option to rapidly reduce adult Anopheles mosquitoes and interrupt malaria transmission.,,,,,2.0,3
7933,Tongue anomaly is called as:,B,Bifid tongue,,,,,D,0.0,"[
  ""Fissured tongue is a recognized tongue anomaly."",
  ""Bifid tongue is also a recognized tongue anomaly."",
  ""Since the listed specific options are tongue anomalies, the inclusive option is correct.""
]","Both fissured tongue and bifid tongue are tongue anomalies, so all of the above is correct.",,,,,,,,,D,0.0,"[
  ""Bifid tongue is a congenital anomaly of the tongue."",
  ""Macroglossia is an abnormal enlargement of the tongue and is also a tongue anomaly."",
  ""Since both listed conditions are tongue anomalies, the inclusive option is correct.""
]",Both bifid tongue and macroglossia are tongue anomalies.,B,1.0,"[
  ""The phrase asks for a tongue anomaly rather than enlargement or surface fissuring."",
  ""Macroglossia means an abnormally enlarged tongue, not specifically the named anomaly implied here."",
  ""Bifid tongue is a congenital tongue anomaly involving splitting/clefting of the tongue.""
]",Bifid tongue is a congenital tongue anomaly.,1.0,3
7936,"A Bone marrow transplant receipient patient, developed chest infection. ON chest Xray Tree in Bud appearance is present. The cause of this is:",D,RSV,D,1.0,"[
  ""Tree-in-bud appearance reflects bronchiolar inflammation/impaction, commonly seen with infectious bronchiolitis."",
  ""In bone marrow transplant recipients, RSV is an important cause of lower respiratory tract infection and can produce bronchiolitis with tree-in-bud nodules."",
  ""Pneumocystis typically causes diffuse ground-glass opacities, and Klebsiella more often causes lobar consolidation rather than tree-in-bud.""
]","RSV causes infectious bronchiolitis in bone marrow transplant recipients, producing a tree-in-bud appearance.",,,,,,,,,C,0.0,"[
  ""Tree-in-bud appearance indicates bronchiolar impaction and endobronchial spread of infection."",
  ""Pneumocystis typically causes bilateral diffuse ground-glass opacities rather than tree-in-bud nodules."",
  ""Tuberculosis is a classic cause of tree-in-bud appearance due to endobronchial spread.""
]",TB classically causes a tree-in-bud pattern from endobronchial spread.,,,,,D,1.0,"[
  ""Tree-in-bud opacities indicate small-airway/endobronchial bronchiolar infection or spread."",
  ""Klebsiella typically causes lobar pneumonia with bulging fissure rather than tree-in-bud."",
  ""In bone marrow transplant recipients, RSV commonly causes infectious bronchiolitis with tree-in-bud appearance.""
]",RSV is a typical cause of bronchiolitis with tree-in-bud opacities in bone marrow transplant recipients.,2.0,3
7960,Preservative added in DPT vaccine is :,B,Aluminum phosphate,,,,,B,1.0,"[
  ""DPT vaccine formulations use aluminum salts as standard added components."",
  ""Aluminum phosphate is the relevant listed additive associated with DPT vaccine."",
  ""Zinc phosphate and zinc sulfate are not preservatives used in DPT vaccine.""
]",Aluminum phosphate is the relevant added component among the listed options for DPT vaccine.,,,,,,,,,A,0.0,"[
  ""DPT vaccine commonly contains thiomersal as a preservative."",
  ""Aluminum phosphate is used as an adjuvant/adsorbent, not as a preservative."",
  ""MgSO4 and ZnSO4 are not standard preservatives in DPT vaccine.""
]",The preservative in DPT vaccine is thiomersal; none of the provided B/C/D options is the preservative.,B,1.0,"[
  ""DPT vaccine commonly contains an aluminium salt such as aluminium phosphate as an added component."",
  ""Zinc phosphate and magnesium sulfate are not standard preservatives/components used for DPT vaccine in this context."",
  ""Among the given options, aluminum phosphate is the only medically relevant choice associated with DPT vaccine.""
]",Aluminum phosphate is the relevant added component in DPT vaccine among the listed options.,2.0,3
7963,The laboratory test of choice to confirm myxoedema coma is -,A,Thyroid stimulating hormone (TSH),,,,,,,,,D,0.0,"[
  ""Myxoedema coma represents severe decompensated hypothyroidism and confirmation requires demonstrating markedly reduced thyroid hormone levels."",
  ""TSH is usually elevated in primary hypothyroidism but can be low or inappropriately normal in central hypothyroidism, so it is not the most definitive single confirmatory test in all cases."",
  ""TRH testing is not used acutely; low T4 directly confirms severe thyroid hormone deficiency.""
]",Serum T4 is the best confirmatory laboratory test among the options because it directly demonstrates severe thyroid hormone deficiency in myxoedema coma.,A,1.0,"[
  ""Myxoedema coma is a severe form of hypothyroidism and is usually confirmed biochemically by thyroid function testing."",
  ""Among the given options, TSH is the most appropriate and sensitive test to support the diagnosis, typically showing marked elevation in primary hypothyroidism."",
  ""TRH testing is rarely used, and T3 is not the test of choice because it may be low in many non-thyroidal illnesses and is less reliable.""
]",TSH is the best available test among the options to confirm severe hypothyroidism causing myxoedema coma.,A,1.0,"[
  ""Myxoedema coma is a severe form of hypothyroidism, most commonly due to primary thyroid failure."",
  ""In primary hypothyroidism, TSH is the most sensitive screening and confirmatory laboratory marker, typically markedly elevated."",
  ""T3 may be low in many illnesses and T4 is low in hypothyroidism, but TSH is the test of choice among the given options.""
]",TSH is the preferred laboratory test to confirm primary hypothyroidism causing myxoedema coma.,,,,,2.0,3
7968,"In Vitamin A deficiency, respiratory tract infection due to:",C,Dysfunction of epithelial layer,A,0.0,"[
  ""Vitamin A is required for normal differentiation and maintenance of respiratory epithelium."",
  ""Deficiency causes squamous metaplasia and keratinization of epithelial cells, impairing mucosal defense."",
  ""This epithelial keratinization predisposes to respiratory tract infections; lack of antibody production is not the primary mechanism.""
]","Vitamin A deficiency causes keratinization of respiratory epithelial cells, weakening mucosal defense and increasing respiratory infections.",C,1.0,"[
  ""Vitamin A is required to maintain normal mucosal epithelial integrity in the respiratory tract."",
  ""Deficiency causes epithelial dysfunction with squamous metaplasia/keratinization, impairing the protective mucosal barrier and predisposing to infection."",
  ""Defective chemotaxis is not the characteristic mechanism for respiratory infection in vitamin A deficiency.""
]",Respiratory infections in vitamin A deficiency occur primarily because of impaired/dysfunctional respiratory epithelial barrier.,C,1.0,"[
  ""Vitamin A is essential for maintaining normal differentiation and integrity of respiratory epithelium."",
  ""Deficiency causes keratinization and dysfunction of epithelial barriers, increasing susceptibility to respiratory infections."",
  ""Lack of antibody production and defective chemotaxis are not the primary mechanisms in vitamin A deficiency.""
]",Respiratory infections in vitamin A deficiency occur mainly due to dysfunction and loss of integrity of the epithelial layer.,,,,,,,,,,,,,2.0,3
7978,Kit B given at subcentre –,C,Paracetamol,A,0.0,"[
  ""Identify the subcentre drug kit classification being tested."",
  ""In standard subcentre supplies, ORS and paracetamol are included in Kit A."",
  ""Vitamin A is the item among the given options associated with Kit B.""
]","Vitamin A is included in Kit B at the subcentre, whereas ORS and paracetamol are Kit A items.",A,0.0,"[
  ""Kit B at subcentre refers to the RCH/subcentre drug kit component."",
  ""Paracetamol and iron are generally included in routine drug/IFA supplies, not the key Kit B item asked here."",
  ""Vitamin A solution is supplied through Kit B at the subcentre.""
]",Vitamin A is the item supplied in Kit B at the subcentre.,B,0.0,"[
  ""Identify the subcentre drug kit classification being tested."",
  ""Paracetamol and iron tablets are not the distinguishing item for Kit B among the given options."",
  ""ORS is included in Kit B at the subcentre level.""
]",ORS is the correct item associated with Kit B at subcentres among the given options.,,,,,,,,,,,,,0.0,3
7993,"39 years female, 40 weeks gestation, 4mm dilated cervix. Which is the safest option for analgesia-",B,Epidural block,,,,,B,1.0,"[
  ""At 4 cm cervical dilatation, labor analgesia is appropriate and neuraxial analgesia can be initiated."",
  ""Intramuscular pentazocin is less safe because systemic opioids cross the placenta and may cause maternal sedation and neonatal respiratory depression."",
  ""Epidural block provides effective labor analgesia with minimal fetal drug exposure and is the safest option among the listed choices when properly monitored.""
]","Epidural block is the safest and most effective labor analgesia option among these, with less neonatal respiratory depression than systemic opioids.",,,,,,,,,D,0.0,"[
  ""At 40 weeks with 4 cm cervical dilatation, she is in the first stage of labor and needs labor analgesia."",
  ""Pudendal block is mainly useful for second-stage perineal analgesia, not early first-stage labor pain."",
  ""Premixed nitrous oxide and oxygen provides safe, controllable labor analgesia with minimal maternal and fetal risk compared with more invasive regional techniques.""
]",Premixed nitrous oxide and oxygen is the safest option for first-stage labor analgesia among the given choices.,B,1.0,"[
  ""At 4 cm cervical dilation, the patient is in active first-stage labor and needs labor analgesia appropriate for this stage."",
  ""Intramuscular pentazocin can cross the placenta and may cause maternal sedation and neonatal respiratory depression, so it is less safe."",
  ""Pudendal block is mainly useful for second-stage perineal analgesia, while epidural provides effective and safe labor analgesia throughout active labor.""
]",Epidural block is the safest and most effective option for analgesia in active labor at 4 cm dilation.,2.0,3
8019,"""Doughnut"" sign is seen in",C,CHPS,A,0.0,"[
  ""The doughnut/target sign refers to concentric rings seen on transverse imaging."",
  ""This is classically associated with intussusception on ultrasound."",
  ""Carcinoma colon is classically associated with apple-core lesion, not doughnut sign.""
]",Doughnut sign is classically seen in intussusception.,A,0.0,"[
  ""The doughnut sign describes concentric bowel wall layers on imaging."",
  ""This is classically associated with intussusception, also called the target sign."",
  ""Volvulus is associated with whirlpool/bird-beak signs, not the doughnut sign.""
]",The doughnut/target sign is classically seen in intussusception.,C,1.0,"[
  ""The doughnut sign refers to a target-like appearance on ultrasound."",
  ""In congenital hypertrophic pyloric stenosis, the thickened pyloric muscle around the canal produces this doughnut/target sign."",
  ""Carcinoma colon is classically associated with apple-core sign, and volvulus with coffee-bean or bird-beak signs.""
]",CHPS shows the doughnut/target sign on ultrasound due to hypertrophied pyloric muscle.,,,,,,,,,,,,,1.0,3
8021,"A symmetric high-voltage, triphasic slow wave pattern is seen on EEG in the following",A,Hepatic encephalopathy,,,,,,,,,D,0.0,"[
  ""Triphasic high-voltage generalized slow waves are classically associated with metabolic encephalopathies."",
  ""They are seen in hepatic encephalopathy and can also occur in uremic encephalopathy."",
  ""Since both listed conditions can show this EEG pattern, the inclusive option is correct.""
]",Triphasic generalized slow waves occur in both hepatic and uremic encephalopathy.,A,1.0,"[
  ""Triphasic waves on EEG are classically generalized, symmetric, high-voltage slow wave complexes."",
  ""They are most strongly associated with metabolic encephalopathies, especially hepatic encephalopathy."",
  ""Among the given options, hepatic encephalopathy is the classic answer.""
]",Symmetric high-voltage triphasic slow waves on EEG are classically seen in hepatic encephalopathy.,A,1.0,"[
  ""Triphasic high-voltage slow waves on EEG are classically associated with metabolic encephalopathy, especially hepatic encephalopathy."",
  ""Hypoxic encephalopathy more typically shows diffuse slowing, burst-suppression, alpha coma, or suppression patterns rather than the classic triphasic wave pattern."",
  ""Therefore, among the provided options, hepatic encephalopathy is the best correct answer.""
]",Symmetric high-voltage triphasic slow waves are classically seen in hepatic encephalopathy.,,,,,2.0,3
8038,Most common intra abdominal solid organ tumor in child is-,A,Neuroblastoma,,,,,,,,,A,1.0,"[
  ""Neuroblastoma is the most common extracranial solid tumor in children and commonly arises in the abdomen from the adrenal gland or sympathetic chain."",
  ""Rhabdomyoblastoma/rhabdomyosarcoma is a pediatric soft tissue tumor but is not the most common intra-abdominal solid organ tumor."",
  ""Hypernephroma refers to renal cell carcinoma, which is primarily an adult tumor and is uncommon in children.""
]",Neuroblastoma is the most common intra-abdominal solid tumor among the listed pediatric options.,C,0.0,"[
  ""Neuroblastoma is the most common extracranial solid tumor in children, but not classically the most common intra-abdominal solid organ tumor."",
  ""Rhabdomyoblastoma is not the typical most common intra-abdominal solid organ tumor in children."",
  ""Wilms tumor is classically the most common intra-abdominal solid organ tumor of childhood.""
]",Wilms tumor is the most common intra-abdominal solid organ tumor in children.,A,1.0,"[
  ""Neuroblastoma is the most common extracranial solid tumor of childhood and commonly arises intra-abdominally, especially from the adrenal gland or sympathetic chain."",
  ""Wilms tumor is the most common renal tumor in children but is not the most common intra-abdominal solid tumor overall."",
  ""Hypernephroma is renal cell carcinoma and is rare in children.""
]",Neuroblastoma is the most common intra-abdominal solid tumor in children among the listed options.,,,,,2.0,3
8068,Treatment of choice of desmoids tumour is:,D,Surgery + Radiotherapy,A,0.0,"[
  ""Desmoid tumors are locally aggressive but non-metastasizing soft tissue tumors."",
  ""When active treatment is required and the tumor is resectable, the standard definitive treatment is surgical excision with clear margins."",
  ""Radiotherapy or chemotherapy is generally reserved for unresectable, recurrent, or margin-positive disease rather than being the primary treatment of choice.""
]",Surgery with wide local excision is the treatment of choice for resectable desmoid tumor.,,,,,,,,,D,1.0,"[
  ""Desmoid tumors are locally aggressive fibromatoses with no metastatic potential, and local control is the main treatment goal."",
  ""Chemotherapy or radiotherapy alone is generally reserved for unresectable, recurrent, or selected nonoperative cases, not the standard preferred curative approach when resection is feasible."",
  ""Among the given options, surgery combined with radiotherapy provides the best local control and is the most appropriate treatment choice.""
]","Desmoid tumors are best managed with local control; among the options, surgery with radiotherapy is preferred over chemotherapy or radiotherapy alone.",,,,,A,0.0,"[
  ""Desmoid tumors are locally aggressive but non-metastatic fibrous tumors."",
  ""When active treatment is required, the standard treatment among the given options is surgical excision with clear margins."",
  ""Radiotherapy is generally reserved for unresectable, recurrent, or margin-positive disease rather than being the primary treatment of choice.""
]",Surgery is the treatment of choice among the provided options.,1.0,3
8070,Vitamin B level in chronic myeloid leukemia is,A,Elevated',,,,,,,,,A,1.0,"[
  ""Chronic myeloid leukemia is associated with increased granulocyte proliferation."",
  ""Granulocytes release increased vitamin B12-binding proteins, causing serum vitamin B12 levels to rise."",
  ""Among the provided options, the medically correct description is elevated.""
]",Vitamin B12 level is elevated in chronic myeloid leukemia due to increased B12-binding proteins from proliferating granulocytes.,A,1.0,"[
  ""Chronic myeloid leukemia causes marked granulocytic proliferation."",
  ""Granulocytes produce increased vitamin B12-binding proteins such as transcobalamin, raising measured serum vitamin B12 levels."",
  ""Therefore the vitamin B level in chronic myeloid leukemia is elevated.""
]",Serum vitamin B12 is elevated in CML due to increased B12-binding proteins from proliferating granulocytes.,D,0.0,"[
  ""Chronic myeloid leukemia causes marked granulocytic proliferation."",
  ""Granulocytes increase vitamin B12-binding proteins, raising serum vitamin B12 levels."",
  ""Thus the characteristic finding is a markedly elevated vitamin B12 level.""
]",Serum vitamin B12 is characteristically markedly elevated in chronic myeloid leukemia.,,,,,2.0,3
8084,Comment on the site of damage for a patient exhibiting the following symptom?,B,Neocerebellum,,,,,A,0.0,"[
  ""The symptom needed to localize the lesion is not provided in the question."",
  ""Substantia nigra, neocerebellum, and ventromedial thalamus correspond to different clinical syndromes."",
  ""Because the key symptom is missing, the site of damage cannot be medically determined from the provided information.""
]",Insufficient clinical information is provided to determine the correct lesion site.,,,,,,,,,,0.0,"[
  ""The symptom needed to localize the lesion is not provided in the question."",
  ""Neocerebellum and archicerebellum lesions cause different clinical patterns, so they cannot be distinguished without the symptom."",
  ""Therefore, none of the provided options can be medically verified as uniquely correct from the given information.""
]",Insufficient clinical information to determine the site of damage.,,0.0,"[
  ""The prompt does not include the actual symptom to be localized."",
  ""Substantia nigra, neocerebellum, and archicerebellum correspond to different clinical syndromes."",
  ""Without the symptom, exactly one medically correct site cannot be determined.""
]",Insufficient information: the symptom is missing.,0.0,3
8109,A 45 year old male had multiple hypoaesthetic mildly erythematous large plaques with elevated margins on trunk and extremities. His ulnar and lateral popliteal nerves on both sides were enlarged. The most probable diagnosis is –,D,Borderline lepromatous leprosy,B,0.0,"[
  ""The presence of hypoaesthetic erythematous plaques indicates leprosy with significant sensory impairment."",
  ""Large plaques with elevated margins are characteristic of borderline forms rather than lepromatous leprosy, which typically has diffuse, symmetric, poorly defined lesions."",
  ""Bilateral enlargement of ulnar and lateral popliteal nerves supports a borderline-spectrum leprosy diagnosis.""
]",Multiple hypoaesthetic erythematous plaques with elevated margins and enlarged peripheral nerves are most consistent with borderline leprosy.,,,,,,,,,C,0.0,"[
  ""Large hypoaesthetic erythematous plaques with elevated margins indicate a tuberculoid-spectrum leprosy lesion."",
  ""Borderline tuberculoid leprosy commonly presents with well-defined raised plaques and prominent nerve enlargement."",
  ""Borderline lepromatous leprosy typically has more numerous, symmetric, less well-defined lesions with less marked sensory loss in individual plaques.""
]",The combination of hypoaesthetic large plaques with raised margins and enlarged peripheral nerves is most consistent with borderline tuberculoid leprosy.,,,,,C,0.0,"[
  ""The lesions are hypoaesthetic erythematous plaques, indicating leprosy with significant sensory impairment."",
  ""Large plaques with elevated, well-defined margins are characteristic of borderline tuberculoid leprosy rather than lepromatous disease."",
  ""Peripheral nerve enlargement supports tuberculoid/borderline tuberculoid spectrum disease, while lepromatous and borderline lepromatous lesions are typically more numerous, diffuse, and less sharply raised.""
]",Large hypoaesthetic plaques with elevated margins and enlarged peripheral nerves are most consistent with borderline tuberculoid leprosy.,0.0,3
8119,Pagets disease increases the risk of,B,Osteosarcoma,,,,,B,1.0,"[
  ""Paget disease of bone is associated with an increased risk of malignant transformation."",
  ""The classic malignancy associated with Paget disease is osteosarcoma."",
  ""Osteoma is not the characteristic increased risk, so 'All' is incorrect.""
]",Paget disease increases the risk of osteosarcoma.,,,,,,,,,D,0.0,"[
  ""Paget disease of bone can undergo malignant transformation, though this is uncommon."",
  ""The most classically associated malignancy is osteosarcoma, but fibrosarcoma can also occur."",
  ""Since both listed tumors are risks, the best option among the choices is All.""
]","Paget disease increases the risk of sarcomatous transformation, especially osteosarcoma and also fibrosarcoma.",B,1.0,"[
  ""Paget disease of bone is associated with an increased risk of malignant transformation."",
  ""The most classically associated malignancy is osteosarcoma."",
  ""Osteoma is not a typical complication, and fibrosarcoma is much less characteristic than osteosarcoma.""
]",Paget disease of bone classically increases the risk of osteosarcoma.,2.0,3
8137,Which of the following is the investigation of choice for assessment of depth of penetration and perirectal node involvement in rectal cancer?,A,MRI scan,,,,,,,,,D,0.0,"[
  ""Rectal cancer local staging requires assessment of tumor penetration through the rectal wall and involvement of nearby perirectal nodes."",
  ""CT pelvis is less accurate for detailed rectal wall layer assessment."",
  ""Transrectal ultrasound is classically the investigation of choice for assessing depth of penetration and perirectal lymph node involvement.""
]",Transrectal ultrasound best evaluates rectal wall invasion depth and perirectal nodes for local staging.,A,1.0,"[
  ""Rectal cancer local staging requires assessment of tumor depth through the rectal wall and involvement of mesorectal or perirectal lymph nodes."",
  ""Pelvic MRI is the preferred investigation for local staging because it accurately evaluates depth of invasion, mesorectal fascia involvement, and regional nodes."",
  ""CT pelvis and double contrast barium enema are less accurate for detailed local rectal cancer staging.""
]",MRI scan is the investigation of choice for assessing depth of penetration and perirectal nodal involvement in rectal cancer.,D,0.0,"[
  ""Rectal cancer local staging requires assessment of tumor penetration through the rectal wall and nearby perirectal nodes."",
  ""Double contrast barium enema is not useful for accurate local staging depth or nodal assessment."",
  ""Transrectal ultrasound is classically the investigation of choice for assessing depth of penetration and perirectal lymph node involvement.""
]",Transrectal ultrasound best assesses rectal wall invasion depth and perirectal nodes in rectal cancer staging.,,,,,1.0,3
